date,home_team,away_team,home_goals,away_goals,is_neutral,is_intl,home_elo,away_elo
1997-07-27,Ivory Coast,Mali,4,2,0,1,1646.0397694113128,1502.6831783350135
1997-07-27,Gabon,Namibia,1,1,0,1,1534.0796889006544,1474.0924100744553
1997-07-27,DR Congo,Togo,1,0,0,1,1537.131321071341,1458.5904780697965
1997-08-02,Zambia,Mozambique,2,1,0,1,1631.399026997061,1479.0381998239302
1997-08-09,Malawi,Tanzania,2,2,0,1,1485.281521552547,1429.3165132767833
1997-08-10,Costa Rica,El Salvador,0,0,0,1,1579.7565280272297,1520.0516983479345
1997-08-16,South Africa,Congo,1,0,0,1,1647.7579345964434,1536.8233566402662
1997-08-16,Burkina Faso,Kenya,2,4,0,1,1431.007602107598,1492.9121789265437
1997-08-16,Zambia,DR Congo,2,0,0,1,1636.1546516145183,1543.591663853162
1997-08-17,Egypt,Liberia,5,0,0,1,1625.3577447213452,1450.7005908673277
1997-08-17,Zimbabwe,Cameroon,1,2,0,1,1526.7334375727312,1638.4436657821996
1997-08-17,Ghana,Sierra Leone,0,2,0,1,1630.4096504664028,1516.602847551476
1997-08-17,Guinea,Nigeria,1,0,0,1,1502.4151122155351,1686.152717779059
1997-08-17,Togo,Angola,1,1,0,1,1452.1301352879757,1539.8435564643958
1997-08-17,Morocco,Gabon,2,0,0,1,1654.4142295943298,1531.0156773230829
1997-08-17,Tunisia,Namibia,4,0,0,1,1612.4403596647235,1477.156421652027
1997-08-20,Hungary,Switzerland,1,1,0,1,1506.9726746728454,1563.1689175424492
1997-08-20,Belarus,Sweden,1,2,0,1,1441.2133244434485,1634.3024764822308
1997-08-20,Czech Republic,Faroe Islands,2,0,0,1,1551.636610668232,1362.5421848670114
1997-08-20,Uruguay,Chile,1,0,0,1,1576.0849637921485,1539.4806320985042
1997-08-20,Ecuador,Paraguay,2,1,0,1,1490.3687458256109,1591.2279198347403
1997-08-20,Colombia,Bolivia,3,0,0,1,1586.8931382112414,1554.4192297253608
1997-08-20,Venezuela,Peru,0,3,0,1,1263.52831899477,1515.36948078292
1997-08-20,Northern Ireland,Germany,1,3,0,1,1534.7800145562078,1777.6048218836156
1997-08-20,Estonia,Austria,0,3,0,1,1292.4947702215027,1562.4635252235664
1997-08-20,Turkey,Wales,6,4,0,1,1461.2023381389295,1508.1165007380084
1997-08-20,Bosnia and Herzegovina,Denmark,3,0,0,1,1481.9115068071128,1709.8595427912312
1997-08-20,Finland,Norway,0,4,0,1,1418.5462435780591,1565.6265623209865
1997-08-20,Portugal,Armenia,3,1,0,1,1642.4759325225286,1415.460417858181
1997-08-20,Romania,North Macedonia,4,2,0,1,1690.4286287008822,1492.8806198248822
1997-08-20,Ireland,Lithuania,0,0,0,1,1594.5418999326678,1503.9250253894677
1997-08-20,Bulgaria,Israel,1,0,0,1,1625.0607569417525,1534.3318596252732
1997-08-20,Ukraine,Albania,1,0,0,1,1527.089741512258,1314.8374542795182
1997-08-20,Liechtenstein,Iceland,0,4,0,1,1383.44086909063,1398.3444846158968
1997-08-24,Slovakia,Czech Republic,2,1,0,1,1530.6054114038081,1555.6685657198643
1997-08-31,Namibia,Zambia,1,1,0,1,1472.0353416226142,1642.2671294338377
1997-09-04,Nepal,Pakistan,0,2,0,1,1236.0155540880041,1258.9818170418066
1997-09-06,South Korea,Kazakhstan,3,0,0,1,1656.5536035996172,1520.2631100575945
1997-09-06,Sri Lanka,Pakistan,2,0,1,1,1291.3274721729024,1269.7583440652143
1997-09-06,Austria,Sweden,1,0,0,1,1566.8615501954578,1640.4021063709533
1997-09-06,Netherlands,Belgium,3,1,0,1,1707.4483004076328,1620.0440650540859
1997-09-06,Switzerland,Finland,1,2,0,1,1562.990594242049,1411.2699219696979
1997-09-06,Azerbaijan,Norway,0,1,0,1,1437.5176217355356,1572.9028839293478
1997-09-06,Germany,Portugal,1,1,0,1,1782.5622813510397,1645.850603666278
1997-09-06,Latvia,Estonia,1,0,0,1,1461.835695720137,1288.0967452496113
1997-09-06,Liechtenstein,Romania,1,8,0,1,1372.4341358972704,1694.3062046829157
1997-09-06,Lithuania,North Macedonia,2,0,0,1,1507.7648959095404,1489.0030438428487
1997-09-06,Iceland,Ireland,2,4,0,1,1409.3512178092565,1590.702029412595
1997-09-06,Croatia,Bosnia and Herzegovina,3,2,0,1,1576.9822984604227,1496.6278928222043
1997-09-06,Armenia,Albania,3,0,0,1,1412.0857467144317,1311.217627613266
1997-09-06,Faroe Islands,Czech Republic,0,2,0,1,1358.510229815379,1546.3850758869776
1997-09-06,Slovenia,Greece,0,3,0,1,1461.347432830408,1541.1088294159522
1997-09-07,Japan,Uzbekistan,6,3,0,1,1609.5830185489713,1557.7310622653133
1997-09-07,Scotland,Belarus,4,1,0,1,1630.2614202502955,1435.113694554726
1997-09-07,United States,Costa Rica,1,0,0,1,1602.960945084052,1576.6998846085282
1997-09-07,Luxembourg,Cyprus,1,3,0,1,1189.7143679529725,1276.3174951917651
1997-09-07,Jamaica,Canada,1,0,0,1,1567.2907231663048,1607.194791287908
1997-09-08,Nepal,Sri Lanka,1,3,0,1,1225.2390270645965,1300.707459076797
1997-09-10,Belarus,Austria,0,1,0,1,1431.192746244009,1577.5380669411784
1997-09-10,Peru,Uruguay,2,1,0,1,1520.1359573349478,1583.6426658548853
1997-09-10,Chile,Argentina,1,2,0,1,1531.9229300357674,1678.2534115701126
1997-09-10,Paraguay,Bolivia,2,1,0,1,1579.7744422408841,1546.7494154564972
1997-09-10,Hungary,Azerbaijan,3,1,0,1,1507.1509979732457,1429.9268967831424
1997-09-10,Colombia,Venezuela,1,0,0,1,1594.562952480105,1258.7618424427421
1997-09-10,England,Moldova,4,0,0,1,1696.970267728278,1449.3734421586628
1997-09-10,Albania,Northern Ireland,1,0,1,1,1305.3061586352583,1529.8225550887837
1997-09-10,Denmark,Croatia,3,1,0,1,1695.1431567761397,1583.397067376085
1997-09-10,Germany,Armenia,4,0,0,1,1777.6521124323233,1417.9972156924393
1997-09-10,Sweden,Latvia,1,0,0,1,1629.7255896252327,1466.159712836634
1997-09-10,Bosnia and Herzegovina,Slovenia,1,0,0,1,1490.213123906542,1452.2019456600324
1997-09-10,Slovakia,Serbia,1,1,0,1,1539.888901236695,1712.6809145624497
1997-09-10,San Marino,Turkey,0,5,0,1,1293.5328010557532,1471.113522934345
1997-09-10,Norway,Switzerland,5,0,0,1,1580.493608881741,1547.7595893500081
1997-09-10,Romania,Iceland,4,0,0,1,1697.7647503749329,1402.9614156752682
1997-09-10,Bulgaria,Russia,1,0,0,1,1631.21813789404,1678.7347530013199
1997-09-10,Georgia,Italy,0,0,0,1,1529.3694630349842,1751.5779532431704
1997-09-10,Lithuania,Ireland,1,2,0,1,1515.8112125328935,1597.0918315465833
1997-09-11,India,Pakistan,2,0,1,1,1359.3706664575716,1260.3783571613196
1997-09-12,United Arab Emirates,Kazakhstan,4,0,0,1,1616.455768979725,1515.1640735899407
1997-09-12,South Korea,Uzbekistan,2,1,0,1,1661.652640067271,1550.581409264255
1997-09-13,China,Iran,2,4,0,1,1628.2408698631195,1672.8795662362897
1997-09-13,Pakistan,Sri Lanka,1,0,1,1,1253.1529078288563,1309.975728855311
1997-09-14,Saudi Arabia,Kuwait,2,1,0,1,1653.9569531269278,1619.368009276339
1997-09-14,El Salvador,Canada,4,1,0,1,1523.108341766636,1597.4852938045267
1997-09-14,Jamaica,Costa Rica,1,0,0,1,1577.000220649686,1568.860270282339
1997-09-19,Qatar,Kuwait,0,2,0,1,1566.5271547760453,1611.7556829581408
1997-09-19,United Arab Emirates,Japan,0,0,0,1,1622.3570894582672,1616.7326715500296
1997-09-19,Iran,Saudi Arabia,1,1,0,1,1683.03386471203,1661.569279445126
1997-09-20,Kazakhstan,Uzbekistan,1,1,0,1,1509.2627531113985,1544.9115490691074
1997-09-24,Malta,Czech Republic,0,1,0,1,1238.1580437819046,1552.6126936862065
1997-09-24,Moldova,Georgia,0,1,0,1,1446.3182139195246,1533.9564018523083
1997-09-24,Slovakia,Spain,1,2,0,1,1543.2829858684358,1742.4953604616776
1997-09-26,Qatar,China,1,1,0,1,1556.3898294109174,1618.0865713873793
1997-09-26,Kuwait,Iran,1,1,0,1,1621.8930083232688,1681.0054746508204
1997-09-27,Uzbekistan,United Arab Emirates,2,3,0,1,1545.3243751650296,1620.7696301425606
1997-09-28,Japan,South Korea,1,2,0,1,1618.3201308657362,1667.3225002624185
1997-10-03,Iran,Qatar,3,0,0,1,1680.7432569102318,1556.7263615756476
1997-10-03,United States,Jamaica,1,1,0,1,1610.8005594102412,1585.3422653185332
1997-10-03,China,Saudi Arabia,1,0,0,1,1617.750039222649,1663.5976695063357
1997-10-04,Saint Kitts and Nevis,Cuba,0,2,0,1,1442.7378184465072,1545.165193678344
1997-10-04,Kazakhstan,Japan,1,1,0,1,1508.8499270154764,1608.291416827708
1997-10-04,South Korea,United Arab Emirates,3,0,0,1,1677.3512143004468,1630.038563441207
1997-10-05,Malaysia,Vietnam,1,0,1,1,1428.6234101195002,1354.6470326993772
1997-10-05,Mexico,El Salvador,5,0,0,1,1690.0627270360803,1533.8088177941584
1997-10-07,Indonesia,Vietnam,2,2,0,1,1382.577364419679,1346.7446407521788
1997-10-07,Moldova,Poland,0,3,0,1,1437.397310034958,1573.5939415818455
1997-10-07,Malaysia,Philippines,4,0,1,1,1436.5258020666986,1147.1309045338342
1997-10-09,Indonesia,Malaysia,4,0,0,1,1380.1559617392477,1439.7052579086012
1997-10-09,Singapore,Cambodia,2,1,1,1,1401.2549848659746,1353.255072668451
1997-10-10,Kuwait,China,1,2,0,1,1622.1552260638573,1627.6305301051211
1997-10-11,Germany,Albania,4,3,0,1,1779.3804945427307,1320.9972898970004
1997-10-11,Switzerland,Azerbaijan,5,0,0,1,1540.09685393791,1423.4333591696782
1997-10-11,Finland,Hungary,1,1,0,1,1426.5009268617387,1513.64453558671
1997-10-11,Austria,Belarus,4,0,0,1,1584.8339853926961,1423.8968277924912
1997-10-11,Portugal,Northern Ireland,1,0,0,1,1650.7607725849944,1514.1314238270415
1997-10-11,Saudi Arabia,Qatar,1,0,0,1,1653.7171786238637,1551.3543008758086
1997-10-11,Scotland,Latvia,2,0,0,1,1634.1823685610125,1461.633927707521
1997-10-11,Kazakhstan,South Korea,1,1,0,1,1510.2634389260609,1684.6213460554218
1997-10-11,Uzbekistan,Japan,1,1,0,1,1536.055441866383,1606.8779049171235
1997-10-11,Italy,England,0,0,0,1,1746.9910144258463,1700.0254959674162
1997-10-11,Belgium,Wales,3,2,0,1,1613.8048236660072,1498.205315942593
1997-10-11,Netherlands,Turkey,0,0,0,1,1713.6875417957115,1477.5980614540667
1997-10-11,Cyprus,Luxembourg,2,0,0,1,1285.267852993571,1180.7640101511665
1997-10-11,Sweden,Estonia,1,0,0,1,1634.2513747543458,1283.7727281331142
1997-10-11,Malta,Serbia,0,5,0,1,1234.5756507612377,1709.2868299307088
1997-10-11,Slovenia,Croatia,1,3,0,1,1444.682282777174,1577.7429758701262
1997-10-11,Czech Republic,Slovakia,3,0,0,1,1556.1950867068733,1537.3317497943124
1997-10-11,Armenia,Ukraine,0,2,0,1,1416.268833582032,1530.7095681785102
1997-10-11,Iceland,Liechtenstein,4,0,0,1,1400.54535498485,1368.9755902052532
1997-10-11,Ireland,Romania,1,1,0,1,1606.1939277593224,1700.180811065351
1997-10-11,Spain,Faroe Islands,3,1,0,1,1748.446596535801,1352.28261201615
1997-10-11,Georgia,Poland,3,0,0,1,1542.8773057368749,1581.162681411462
1997-10-11,Greece,Denmark,0,0,0,1,1550.2543165863278,1700.7972482820985
1997-10-11,Russia,Bulgaria,4,2,0,1,1668.8062293469986,1641.1466615483612
1997-10-11,North Macedonia,Lithuania,1,2,0,1,1480.9567272194956,1506.7091163201544
1997-10-12,Thailand,Cambodia,4,0,1,1,1484.2546459547689,1344.627898026594
1997-10-12,Argentina,Uruguay,0,0,0,1,1685.549725901448,1573.2541072567676
1997-10-12,Ecuador,Bolivia,1,0,0,1,1501.822223419467,1539.0945967976675
1997-10-12,Paraguay,Venezuela,1,0,0,1,1587.4292608997139,1256.8039676405742
1997-10-12,Canada,Mexico,2,2,0,1,1586.7848177770043,1694.7375958461246
1997-10-12,Chile,Peru,4,0,0,1,1524.626615704432,1530.5245159330655
1997-10-12,Indonesia,Philippines,2,0,0,1,1390.4307433875827,1143.9514486919315
1997-10-14,Singapore,Thailand,0,0,1,1,1409.8821595078316,1490.4390981822428
1997-10-14,Vietnam,Philippines,3,0,1,1,1349.1660434326102,1140.87953129874
1997-10-16,Indonesia,Singapore,2,1,0,1,1393.5026607807742,1412.1600996355323
1997-10-16,Thailand,Vietnam,2,1,1,1,1488.161158054542,1353.7991295861198
1997-10-17,Iran,China,4,1,0,1,1686.1153176100709,1638.9050841501619
1997-10-17,Kuwait,Saudi Arabia,2,1,0,1,1610.8806720188165,1659.592879822419
1997-10-18,Vietnam,Singapore,1,0,1,1,1347.4844641284797,1403.059771858529
1997-10-18,Kazakhstan,United Arab Emirates,3,0,0,1,1513.6973404423547,1622.7684316862321
1997-10-18,Indonesia,Thailand,1,1,0,1,1402.6029885577775,1494.4758235121822
1997-10-18,Uzbekistan,South Korea,1,5,0,1,1536.6540440085935,1681.187444539128
1997-10-24,Saudi Arabia,Iran,1,0,0,1,1649.6299452916053,1693.3881777181286
1997-10-24,Kuwait,Qatar,0,1,0,1,1620.8436065496303,1545.4785996772532
1997-10-25,Uzbekistan,Kazakhstan,4,0,0,1,1529.309719808428,1525.3813478306322
1997-10-26,Japan,United Arab Emirates,1,1,0,1,1606.279302774913,1611.0844242979547
1997-10-29,Croatia,Ukraine,2,0,0,1,1585.3968244528937,1538.875794618958
1997-10-29,Ireland,Belgium,1,1,0,1,1607.453250781569,1619.3693876155926
1997-10-29,Russia,Italy,1,1,0,1,1676.6075036254138,1744.27039540634
1997-10-29,Hungary,Serbia,1,7,0,1,1512.5795109964072,1710.8831728303662
1997-10-31,China,Qatar,2,3,0,1,1631.632224042104,1558.938044343566
1997-10-31,Iran,Kuwait,0,0,0,1,1683.5678109051003,1607.3841618833176
1997-11-01,South Korea,Japan,0,2,0,1,1688.5317687392933,1604.985777368181
1997-11-02,Mexico,United States,0,0,0,1,1693.0848801486231,1608.6622117777547
1997-11-02,United Arab Emirates,Uzbekistan,0,0,0,1,1612.3779497046867,1537.7698829651765
1997-11-06,Saudi Arabia,China,1,1,0,1,1659.4503121046337,1618.2406311427599
1997-11-07,Qatar,Iran,2,0,0,1,1572.3296372429102,1680.0876406487241
1997-11-08,Japan,Kazakhstan,5,1,0,1,1618.6507969186036,1516.9211846738838
1997-11-09,Mexico,Costa Rica,3,3,0,1,1689.3980373955449,1560.5182256134917
1997-11-09,United Arab Emirates,South Korea,1,3,0,1,1608.9376986082962,1674.8667491888707
1997-11-09,Canada,United States,0,3,0,1,1588.4375334745057,1612.349054530833
1997-11-09,El Salvador,Jamaica,2,2,0,1,1529.133948984114,1587.4806129510198
1997-11-12,Qatar,Saudi Arabia,0,1,0,1,1583.976899498206,1656.8837775545705
1997-11-12,China,Kuwait,1,0,0,1,1620.807165692823,1610.8643321396937
1997-11-15,Italy,Russia,1,0,0,1,1743.7624540295055,1677.1154450022482
1997-11-15,Belgium,Ireland,2,1,0,1,1620.4611601633612,1606.3614782338004
1997-11-15,Serbia,Hungary,5,0,0,1,1716.8562994592837,1506.6063843674897
1997-11-15,Ukraine,Croatia,1,1,0,1,1531.5845630477868,1592.688056024065
1997-11-16,Peru,Paraguay,1,0,0,1,1521.787102423973,1589.4403930061253
1997-11-16,Chile,Bolivia,3,0,0,1,1533.3640292135242,1529.4607635576901
1997-11-16,Argentina,Colombia,1,1,0,1,1681.1909967995825,1596.5208272822729
1997-11-16,Uruguay,Ecuador,5,3,0,1,1577.612836358633,1511.4560566594444
1997-11-16,Japan,Iran,3,2,1,1,1624.5416359688043,1668.4403783934285
1997-11-16,Jamaica,Mexico,0,0,0,1,1587.2404228562657,1684.6608247332645
1997-11-16,Costa Rica,Canada,3,1,0,1,1565.2554382757721,1577.6880547590679
1997-11-16,United States,El Salvador,4,2,0,1,1623.0985332462708,1529.3741390788682
1997-11-16,Saint Kitts and Nevis,Antigua and Barbuda,2,0,0,1,1434.2354496815306,1428.752206725879
1997-11-22,Iran,Australia,1,1,0,1,1657.1835521168557,1670.8783428712663
1997-11-28,Mauritania,Senegal,1,1,1,1,1308.9854826436956,1524.625424325516
1997-11-29,Australia,Iran,2,2,0,1,1671.9195040114917,1656.1423909766304
1997-11-29,Guinea,Mali,0,0,1,1,1516.0849050919162,1497.7371241415904
1997-11-30,Gambia,Mauritania,2,1,1,1,1432.4271409444448,1314.5013679975036
1997-12-01,Guinea,Sierra Leone,3,0,1,1,1515.557303873797,1530.9967416656766
1997-12-02,Gambia,Senegal,0,0,1,1,1439.157566890222,1519.109538971708
1997-12-03,Mali,Sierra Leone,1,1,1,1,1498.2647253597095,1520.5526512099552
1997-12-05,Senegal,Guinea,2,1,1,1,1516.8481141880532,1526.0013943295185
1997-12-05,Gambia,Mali,1,2,1,1,1441.4189916738767,1498.905344914684
1997-12-07,Mali,Senegal,1,0,1,1,1507.2656901990474,1527.1115058333014
1997-12-07,Gambia,Guinea,2,2,1,1,1433.0586463895133,1515.7380026842702
1997-12-12,Saudi Arabia,Brazil,0,3,0,1,1666.2254182774604,1821.5428303094047
1997-12-12,Australia,Mexico,3,1,1,1,1670.0485862120509,1683.304368403084
1997-12-13,Uruguay,United Arab Emirates,2,0,1,1,1584.3888105060557,1599.3958525713438
1997-12-13,Czech Republic,South Africa,2,2,1,1,1564.2385940117904,1653.4309910443267
1997-12-14,Saudi Arabia,Mexico,0,5,0,1,1659.1671426245869,1672.9230213424137
1997-12-14,Australia,Brazil,0,0,1,1,1680.4299332727212,1828.6011059622783
1997-12-15,United Arab Emirates,South Africa,1,0,1,1,1588.964183600895,1650.918774317943
1997-12-15,Uruguay,Czech Republic,2,1,1,1,1594.8204794765045,1566.750810738174
1997-12-16,Saudi Arabia,Australia,1,0,0,1,1648.127720709354,1684.453611169945
1997-12-16,Brazil,Mexico,3,2,1,1,1824.5774280650546,1683.9624432576466
1997-12-17,Uruguay,South Africa,4,3,1,1,1604.0143226821206,1639.1542411417304
1997-12-17,Czech Republic,United Arab Emirates,6,1,1,1,1557.556967532558,1600.7287167771076
1997-12-19,Brazil,Czech Republic,2,0,1,1,1830.7376039163132,1568.7931944028128
1997-12-19,Australia,Uruguay,1,0,1,1,1674.8469805918799,1615.0222961692446
1997-12-21,Brazil,Australia,6,0,1,1,1834.3626877974082,1683.1419058834915
1997-12-21,Czech Republic,Uruguay,1,0,1,1,1565.1681105217178,1606.727370877633
1998-01-10,Malawi,Zambia,0,1,0,1,1482.3227802361453,1638.9384074518832
1998-01-24,Namibia,South Africa,3,2,0,1,1475.3640636045686,1628.1462676546064
1998-01-25,Thailand,Egypt,1,1,0,1,1493.276427900832,1629.6638749497154
1998-01-27,South Korea,Egypt,2,0,1,1,1684.408595225823,1627.2274479982761
1998-01-29,Thailand,South Korea,0,2,0,1,1495.7128548522712,1692.7774901052608
1998-01-31,Egypt,South Korea,1,1,1,1,1618.8585531188385,1698.7805387744572
1998-02-01,El Salvador,Guatemala,0,0,1,1,1523.2900003793634,1548.8416471173953
1998-02-01,Trinidad and Tobago,Honduras,3,1,1,1,1556.8023459333747,1566.7843934270431
1998-02-01,United States,Cuba,3,0,0,1,1629.1826719457756,1553.6675624433205
1998-02-03,Brazil,Jamaica,0,0,1,1,1840.2657065917135,1588.5968791864461
1998-02-04,Costa Rica,Cuba,7,2,1,1,1574.17835638905,1547.1308097988929
1998-02-04,Mexico,Trinidad and Tobago,4,2,1,1,1677.802267406388,1567.0895733290806
1998-02-05,Brazil,Guatemala,1,1,1,1,1834.069672483533,1548.1075346494943
1998-02-07,Mexico,Honduras,2,0,1,1,1684.719348989954,1556.4971660313372
1998-02-07,United States,Costa Rica,2,1,0,1,1635.7194245902033,1583.4014342929609
1998-02-07,Burkina Faso,Cameroon,0,1,0,1,1421.3501093441446,1646.6859477811972
1998-02-08,Brazil,El Salvador,4,0,1,1,1827.3023249753294,1524.0241128472644
1998-02-08,Ivory Coast,Namibia,4,3,1,1,1650.985823604736,1488.2389911653534
1998-02-08,Guinea,Algeria,1,0,1,1,1513.4022255372822,1617.1062235682427
1998-02-08,Angola,South Africa,0,0,1,1,1538.7623202269997,1615.2713400938217
1998-02-08,Jamaica,Guatemala,3,2,1,1,1594.7929132946267,1554.8748821576978
1998-02-09,Jamaica,El Salvador,2,0,1,1,1603.6490089387917,1521.0525829691924
1998-02-09,Morocco,Zambia,1,1,1,1,1659.80028734858,1645.9625886290942
1998-02-09,DR Congo,Togo,2,1,1,1,1537.4791860338426,1453.2113715253718
1998-02-09,Ghana,Tunisia,2,0,1,1,1616.0157563522023,1617.5614396941362
1998-02-10,United States,Brazil,1,0,0,1,1642.8567585513383,1830.2738548534014
1998-02-10,Egypt,Mozambique,2,0,1,1,1621.1191589460045,1474.2825752064728
1998-02-11,Burkina Faso,Algeria,2,1,0,1,1416.0078277335836,1604.206976123709
1998-02-11,Cameroon,Guinea,2,2,1,1,1652.0282293917583,1526.301472981816
1998-02-11,Ivory Coast,South Africa,1,1,1,1,1656.6165808166022,1613.1041517206108
1998-02-12,Mexico,Jamaica,1,0,1,1,1691.1877170008518,1611.3154886169639
1998-02-12,Tunisia,DR Congo,2,1,1,1,1607.5169516448698,1545.1002301856502
1998-02-12,Togo,Ghana,2,1,1,1,1445.5903273735642,1626.0602444014687
1998-02-12,Angola,Namibia,3,3,1,1,1540.9295086002105,1482.6082339534871
1998-02-13,Morocco,Mozambique,3,0,1,1,1659.402216824843,1468.2740098563145
1998-02-13,Egypt,Zambia,4,0,1,1,1627.1277242961628,1646.3606591528312
1998-02-15,Brazil,Jamaica,1,0,1,1,1816.5127784320202,1603.5747354574034
1998-02-15,United States,Mexico,0,1,0,1,1656.6178349727195,1698.9284701604122
1998-02-15,Cameroon,Algeria,2,1,1,1,1648.5596221219844,1590.4265909057478
1998-02-15,Burkina Faso,Guinea,1,0,0,1,1429.7882129515447,1529.77008025159
1998-02-16,South Africa,Namibia,4,1,1,1,1614.3500331177445,1484.2712643184932
1998-02-16,DR Congo,Ghana,1,0,1,1,1536.8776473794112,1611.287612506059
1998-02-16,Tunisia,Togo,3,1,1,1,1615.7395344511087,1460.3629592689738
1998-02-16,Ivory Coast,Angola,5,2,1,1,1655.3706994194686,1539.2664782352044
1998-02-17,Morocco,Egypt,1,0,1,1,1664.3961813360763,1637.6807279042787
1998-02-17,Zambia,Mozambique,3,1,1,1,1635.8076555447153,1463.2800453450811
1998-02-20,DR Congo,Cameroon,1,0,1,1,1548.9871828612206,1656.9018604664043
1998-02-21,Egypt,Ivory Coast,0,0,1,1,1628.4481485835424,1662.1480291476491
1998-02-21,Burkina Faso,Tunisia,1,1,0,1,1441.2169640561888,1621.5435074063796
1998-02-22,South Africa,Morocco,2,1,1,1,1620.7717177066113,1673.6287606568126
1998-02-25,Burkina Faso,Egypt,0,2,0,1,1444.8014962598847,1629.4150786483538
1998-02-25,South Africa,DR Congo,2,1,1,1,1632.281436152278,1561.997042284049
1998-02-27,Burkina Faso,DR Congo,4,4,0,1,1438.493086080218,1553.9928389684435
1998-02-28,Egypt,South Africa,2,0,1,1,1635.7234888280204,1640.2856394678836
1998-03-01,Japan,South Korea,2,1,0,1,1635.798462245377,1696.5199329472912
1998-03-04,South Korea,China,2,1,1,1,1686.2114421305996,1629.098789435773
1998-03-07,Japan,China,0,2,0,1,1646.1069530620687,1620.7279755135285
1998-03-07,Aruba,Suriname,3,3,0,1,1406.2850907867896,1502.0297364081582
1998-03-08,Eswatini,Angola,0,1,0,1,1425.5005623620823,1532.4891485070239
1998-03-11,Haiti,Puerto Rico,4,0,0,1,1533.4161633934311,1309.1307158080897
1998-03-13,Dominican Republic,Puerto Rico,3,1,1,1,1384.5885653894784,1305.7117288645184
1998-03-15,Haiti,Dominican Republic,5,0,0,1,1536.8351503370025,1392.3565234281891
1998-03-18,Saint Lucia,Barbados,2,1,0,1,1433.688283888837,1415.8764599612593
1998-03-24,Singapore,Philippines,1,0,0,1,1391.4736904575873,1136.2464451452304
1998-03-26,Cambodia,Philippines,1,1,1,1,1338.4434457991201,1133.303189260875
1998-03-28,Singapore,Cambodia,3,0,0,1,1394.4169463419428,1333.1413178773707
1998-04-15,Antigua and Barbuda,Guyana,2,2,0,1,1420.335704841837,1343.3495893802212
1998-04-17,Grenada,Guyana,2,1,1,1,1486.206231980128,1346.8500427440465
1998-04-19,Zimbabwe,Namibia,5,2,0,1,1518.4911555737335,1477.8495797296264
1998-04-19,Antigua and Barbuda,Grenada,2,1,0,1,1416.8352514780117,1492.3973397815505
1998-04-21,Latvia,Lithuania,1,2,0,1,1457.2866390802583,1517.4058877802559
1998-05-03,Angola,Zambia,1,1,0,1,1540.863438772608,1641.213467299171
1998-05-08,Cuba,Bermuda,2,1,1,1,1537.907731894982,1455.161976146193
1998-05-16,Zambia,Mozambique,1,0,0,1,1639.7743375479736,1457.8742335906254
1998-05-24,Mozambique,Zimbabwe,0,2,0,1,1453.7073137147818,1525.9399017208345
1998-05-30,Namibia,Angola,1,1,0,1,1470.4008335825254,1542.3025685238056
1998-06-04,Estonia,Faroe Islands,5,0,0,1,1281.959095418209,1350.8585137926063
1998-06-10,Brazil,Scotland,2,1,1,1,1821.0512313935592,1638.5296571882752
1998-06-10,Morocco,Norway,2,2,1,1,1662.1190422111458,1588.156344293839
1998-06-11,Chile,Italy,2,2,1,1,1541.8248978621768,1750.5257906348702
1998-06-11,Austria,Cameroon,1,1,1,1,1589.4129772601543,1643.8920010435759
1998-06-12,Denmark,Saudi Arabia,1,0,1,1,1697.9815540499274,1657.734351287419
1998-06-12,France,South Africa,3,0,0,1,1691.864787229123,1630.154337763504
1998-06-12,Bulgaria,Paraguay,0,0,1,1,1633.345387269946,1578.9327272614107
1998-06-13,Mexico,South Korea,3,1,1,1,1709.1497517424507,1694.582256052844
1998-06-13,Nigeria,Spain,3,2,1,1,1672.482924902678,1749.8706947593448
1998-06-13,Belgium,Netherlands,0,0,1,1,1628.6368744987872,1706.918208125099
1998-06-14,Croatia,Jamaica,3,1,1,1,1592.3685805635007,1599.0362824958645
1998-06-14,Argentina,Japan,1,0,1,1,1677.4980003130586,1633.9707840625979
1998-06-14,Serbia,Iran,1,0,1,1,1720.5104243640712,1658.0133087760712
1998-06-15,Germany,United States,2,0,1,1,1780.3976854481643,1646.396553390681
1998-06-15,Romania,Colombia,1,0,1,1,1698.9214880431043,1600.2138237687968
1998-06-15,England,Tunisia,2,0,1,1,1702.7461149869225,1617.9589752026836
1998-06-16,Brazil,Morocco,3,0,1,1,1826.2331274864944,1660.021810565332
1998-06-16,Norway,Scotland,1,1,1,1,1590.2535759396528,1633.34776109534
1998-06-17,Italy,Cameroon,3,0,1,1,1745.1503907678161,1642.3366947516215
1998-06-17,Austria,Chile,1,1,1,1,1590.9682835521087,1547.200297729231
1998-06-18,Denmark,South Africa,1,1,1,1,1706.8283003622848,1623.2632213871161
1998-06-18,France,Saudi Arabia,4,0,0,1,1698.7559036055109,1648.8876049750615
1998-06-19,Paraguay,Spain,0,0,1,1,1580.4861695999934,1737.6794150971948
1998-06-19,Nigeria,Bulgaria,1,0,1,1,1684.674204564828,1631.7919449313633
1998-06-20,Netherlands,South Korea,5,0,1,1,1704.702458417704,1685.0012967526661
1998-06-20,Belgium,Mexico,2,2,1,1,1630.852624206182,1718.7307110426286
1998-06-20,Croatia,Japan,1,0,1,1,1602.5604688949024,1625.217084459645
1998-06-21,Iran,United States,2,1,1,1,1649.7929667047451,1640.0729078540078
