date,home_team,away_team,home_goals,away_goals,is_neutral,is_intl,home_elo,away_elo
1972-04-29,England,Germany,1,3,0,1,1712.8240482078056,1718.5980201044304
1972-04-29,Italy,Belgium,0,0,0,1,1679.7835209945947,1539.9514322990194
1972-04-29,Hungary,Romania,1,1,0,1,1703.2922830854518,1567.9305640311225
1972-04-30,Serbia,Russia,0,0,0,1,1630.3084271851458,1690.2787805025291
1972-04-30,Ethiopia,Sudan,0,0,0,1,1482.875829261115,1587.3970857723832
1972-04-30,Cameroon,Ghana,0,3,0,1,1537.1932112343022,1595.2275756325814
1972-04-30,Togo,Senegal,1,3,0,1,1508.2783694305533,1523.9953550935486
1972-04-30,Morocco,Mali,2,1,0,1,1588.319210420854,1541.8854704803848
1972-04-30,Jamaica,Guatemala,0,0,0,1,1388.8481367525856,1547.5925376764
1972-04-30,Austria,Malta,4,0,0,1,1567.8312770098476,1438.2709053491299
1972-05-02,Ethiopia,Sudan,2,2,0,1,1484.43232168224,1585.8405933512583
1972-05-03,North Korea,Iran,0,0,0,1,1599.6593565924006,1566.1899984094812
1972-05-06,Hungary,Malta,3,0,0,1,1698.4116574842344,1433.0232961967986
1972-05-07,Poland,Bulgaria,3,0,0,1,1471.3679112600862,1563.4819687474767
1972-05-07,Togo,Cameroon,1,2,0,1,1497.2948150622028,1527.4244176190755
1972-05-07,Ghana,Senegal,1,0,0,1,1604.9963692478082,1534.978909461899
1972-05-07,Mali,Tunisia,2,0,0,1,1534.5919106915965,1562.039896226498
1972-05-07,Sudan,Madagascar,3,0,0,1,1584.3716489033318,1464.5478669934253
1972-05-07,Iraq,South Korea,0,0,1,1,1587.7783639143079,1670.7907905423222
1972-05-07,Iran,Cambodia,2,0,1,1,1568.5472616333248,1416.9762264029412
1972-05-08,Thailand,Kuwait,0,2,0,1,1443.7906264898327,1483.1080584466417
1972-05-09,Iran,Iraq,3,0,1,1,1574.441894931518,1590.1232025368502
1972-05-10,Cyprus,Portugal,0,1,0,1,1370.121380770981,1527.8279525332782
1972-05-10,South Korea,Cambodia,4,1,1,1,1668.4459519197799,1411.081593104748
1972-05-11,Thailand,Iraq,1,1,0,1,1433.4832543199377,1579.6721644535642
1972-05-12,Kuwait,South Korea,2,1,1,1,1493.4154306165367,1672.1499459499964
1972-05-13,Belgium,Italy,2,1,0,1,1544.9294591783425,1674.8054941152716
1972-05-13,Russia,Serbia,3,0,0,1,1689.9918894149166,1630.5953182727583
1972-05-13,Thailand,Iran,2,3,0,1,1436.1831626812,1584.892933014804
1972-05-13,Germany,England,0,0,0,1,1729.8641165197052,1701.5579517925307
1972-05-14,Romania,Hungary,2,2,0,1,1572.8111896323398,1701.2111003642988
1972-05-14,Cameroon,Senegal,3,2,0,1,1537.9957108895615,1528.3021449948437
1972-05-14,Morocco,Tunisia,0,0,0,1,1595.6127702096423,1552.6880852984348
1972-05-14,Togo,Ghana,0,2,0,1,1486.7235217917168,1611.6731337148635
1972-05-14,Ethiopia,Madagascar,3,2,0,1,1485.9012661301665,1459.0804393963385
1972-05-14,Cambodia,Kuwait,4,0,1,1,1407.3775990745314,1508.1493991514749
1972-05-16,Iran,Cambodia,2,1,1,1,1592.1258901429685,1420.1993572877627
1972-05-17,Hungary,Romania,2,1,1,1,1698.9921055380566,1575.030184458582
1972-05-17,Thailand,South Korea,1,1,0,1,1428.9502055530354,1657.4159774150583
1972-05-18,Belgium,Iceland,4,0,0,1,1557.1888099876992,1443.8100661619842
1972-05-19,Iran,South Korea,2,1,1,1,1597.5453616178024,1652.6880126741225
1972-05-19,Thailand,Cambodia,2,2,0,1,1433.678170293971,1414.7798858129288
1972-05-20,Scotland,Northern Ireland,2,0,0,1,1558.5936307154068,1482.640917591893
1972-05-20,Wales,England,0,3,0,1,1482.6639030371598,1703.7743810973354
1972-05-21,Senegal,Togo,0,0,0,1,1520.0035552906857,1478.8478934753966
1972-05-21,Romania,Denmark,2,3,0,1,1568.4540285925937,1457.4522517997916
1972-05-21,Mali,Morocco,1,4,0,1,1543.9437216196598,1593.0001841038475
1972-05-21,Sudan,Ethiopia,1,0,0,1,1589.8390765004185,1493.7255264063092
1972-05-21,Ghana,Cameroon,0,0,0,1,1619.5487620311837,1546.2943005937195
1972-05-22,Belgium,Iceland,4,0,0,1,1562.8048631450565,1438.1940130046269
1972-05-23,England,Northern Ireland,0,1,0,1,1709.21243241011,1476.115244669257
1972-05-24,Scotland,Wales,1,0,0,1,1565.1193036380428,1477.2258517243852
1972-05-25,Sweden,Hungary,0,0,0,1,1610.249145109446,1705.568261404045
1972-05-26,Iran,North Korea,0,0,0,1,1609.1193010376353,1597.302093368557
1972-05-27,Scotland,England,0,1,0,1,1571.3464621363937,1692.4900304366272
1972-05-27,Wales,Northern Ireland,0,0,0,1,1470.9986932260342,1492.8376466427399
1972-05-28,Finland,Norway,0,0,0,1,1276.5515381427722,1402.8427048109263
1972-05-28,Tunisia,Mali,4,0,0,1,1555.3006714042297,1533.9165644936897
1972-05-28,Senegal,Ghana,2,0,0,1,1517.4384731786279,1616.1429057222078
1972-05-28,Cameroon,Togo,1,0,0,1,1549.7001569026954,1481.4129755874544
1972-05-31,Chile,Argentina,3,4,0,1,1559.813467690482,1692.0453788780726
1972-06-03,Iran,North Korea,2,0,1,1,1607.3585992133908,1599.0627951928016
1972-06-06,Cambodia,Singapore,3,0,1,1,1416.7373458574448,1318.053376782638
1972-06-06,Togo,DR Congo,0,0,0,1,1474.691836644995,1568.3543346122415
1972-06-07,Denmark,Finland,3,0,0,1,1471.7807672404974,1278.712749883926
1972-06-07,Malaysia,Sri Lanka,3,0,1,1,1522.3120714946003,1376.514225419042
1972-06-08,Cambodia,Thailand,2,0,1,1,1423.970988760734,1431.7207102494551
1972-06-08,Philippines,Singapore,2,0,1,1,1309.8797300946503,1310.8197338793489
1972-06-10,Singapore,Thailand,1,1,1,1,1300.7926784615888,1421.4976923199483
1972-06-10,Austria,Sweden,2,0,0,1,1573.0788861621788,1611.5461863738017
1972-06-11,Portugal,Ecuador,3,0,1,1,1534.8235412314004,1336.912963507517
1972-06-11,Peru,Bolivia,3,0,1,1,1519.5369131466614,1473.825701889698
1972-06-11,Paraguay,Venezuela,4,1,1,1,1552.3675282186712,1409.5120352491595
1972-06-11,Ireland,Iran,2,1,1,1,1396.600553632248,1617.1198721461747
1972-06-11,Indonesia,Sri Lanka,8,0,0,1,1551.9988138975664,1370.4804959406965
1972-06-12,Philippines,Thailand,1,0,1,1,1319.9067855124104,1418.1568645026366
1972-06-13,Indonesia,Malaysia,3,0,0,1,1556.1729882243528,1528.3458009729459
1972-06-14,Portugal,Iran,3,0,1,1,1539.6726483959521,1601.507033245215
1972-06-14,Chile,Ecuador,2,1,1,1,1552.1370653075855,1332.0638563429652
1972-06-14,Cambodia,Philippines,4,0,1,1,1434.1940066902407,1332.6616059697253
1972-06-14,Paraguay,Peru,1,0,1,1,1558.4728617468013,1528.2287779668075
1972-06-14,Russia,Hungary,1,0,1,1,1696.943291616077,1704.2712201396894
1972-06-14,Belgium,Germany,1,2,0,1,1568.1635005454696,1727.6476872149005
1972-06-14,Serbia,Venezuela,10,0,1,1,1623.643916071598,1403.4067017210293
1972-06-17,Indonesia,Cambodia,4,0,0,1,1563.9696717486327,1441.352112200492
1972-06-17,Belgium,Hungary,2,1,0,1,1561.2143855732975,1694.0603366720218
1972-06-18,Bolivia,Serbia,1,1,1,1,1465.1338370695519,1628.0366413168467
1972-06-18,Benin,Ghana,0,5,0,1,1500.8025162497602,1604.750190366724
1972-06-18,Portugal,Chile,4,1,1,1,1551.4338292882946,1556.5330276807726
1972-06-18,Germany,Russia,3,0,1,1,1734.5968021870726,1707.1541750837446
1972-06-18,Peru,Venezuela,1,0,1,1,1519.097080560188,1399.0139764757805
1972-06-18,Ireland,Ecuador,3,2,1,1,1412.2133925332075,1327.667893969778
1972-06-18,France,Colombia,3,2,1,1,1575.485755399346,1370.7909321503046
1972-06-20,DR Congo,Togo,4,0,0,1,1567.1042011603809,1475.9419700968556
1972-06-21,Bolivia,Venezuela,2,2,1,1,1469.5067113680404,1392.3388926352043
1972-06-21,Finland,Albania,1,0,0,1,1274.7539261327936,1399.1298573502543
1972-06-21,Ecuador,Iran,1,1,1,1,1320.0543884488063,1589.7458523528726
1972-06-21,Chile,Ireland,2,1,1,1,1546.3862714903876,1419.8268980541793
1972-06-22,Argentina,Colombia,4,1,1,1,1699.721781260969,1366.0838374063321
1972-06-22,Serbia,Paraguay,2,1,1,1,1623.6637670183582,1567.6045591534207
1972-06-25,Argentina,France,0,0,1,1,1702.277731822399,1580.1928501433185
1972-06-25,Chile,Iran,2,1,1,1,1552.8966003686496,1583.2404518306857
1972-06-25,Portugal,Ireland,2,1,1,1,1561.5805854786797,1413.3165691759173
1972-06-25,Serbia,Peru,2,1,1,1,1632.064111233807,1525.7721644007643
1972-06-25,Paraguay,Bolivia,6,1,1,1,1559.204214937972,1467.32145926174
1972-06-29,Russia,Uruguay,1,0,1,1,1697.942398869492,1647.8537873754244
1972-06-29,Portugal,Argentina,3,1,1,1,1567.5546682057864,1698.9016678854566
1972-06-29,Scotland,Serbia,2,2,1,1,1563.3659910798265,1639.0967860314943
1972-06-29,Sweden,Denmark,2,0,0,1,1601.8780022975309,1475.73959099163
1972-07-02,Ghana,Benin,5,1,0,1,1613.2098111407636,1492.3428954757205
1972-07-02,Brazil,Serbia,3,0,0,1,1771.0883998322033,1636.9509550833404
1972-07-02,Argentina,Russia,1,0,1,1,1685.2915654359415,1706.510638268863
1972-07-02,Portugal,Uruguay,1,1,1,1,1581.1647706553015,1639.2855479760535
1972-07-05,Brazil,Scotland,1,0,0,1,1776.2346640738383,1565.5118220279803
1972-07-06,Argentina,Uruguay,1,0,1,1,1695.9015412391848,1637.6281293252582
1972-07-06,Portugal,Russia,1,0,1,1,1582.8221893060968,1695.9006624656197
1972-07-09,Brazil,Portugal,1,0,0,1,1779.880665611428,1595.9665985008253
1972-07-09,Serbia,Argentina,4,2,1,1,1631.8046908417055,1704.2398504051719
1972-07-12,Malaysia,Sri Lanka,4,1,0,1,1520.549117448666,1366.30632161391
1972-07-12,Japan,Cambodia,4,1,1,1,1547.1076157207688,1435.9483427149355
1972-07-13,Indonesia,Singapore,0,0,1,1,1569.3734412341892,1304.1335062789005
1972-07-13,Congo,Chad,7,1,0,1,1572.562349891262,1435.38218613695
1972-07-14,Malaysia,Philippines,1,0,0,1,1525.265584193914,1325.503500459474
1972-07-14,Central African Republic,Cameroon,4,3,1,1,1455.8326753424553,1556.4212958451549
1972-07-15,Thailand,Singapore,2,0,1,1,1405.4020440453216,1310.5643873824838
1972-07-15,Hong Kong,South Korea,0,0,1,1,1394.7984958200389,1641.1140732542897
1972-07-16,Chad,Central African Republic,2,1,1,1,1430.3025814045554,1468.6495803020548
1972-07-16,Congo,Gabon,3,0,0,1,1577.6419546236566,1453.440879891614
1972-07-16,Cambodia,Philippines,2,2,1,1,1429.042888438906,1321.66560813199
1972-07-16,Japan,Sri Lanka,5,0,1,1,1554.0130699967983,1361.589854868662
1972-07-16,Kenya,Sudan,2,0,0,1,1459.5154348302826,1595.8651515024394
1972-07-17,Hong Kong,Singapore,4,1,1,1,1400.8986958747478,1303.2282008719615
1972-07-17,South Korea,Thailand,2,0,1,1,1635.0138731995808,1412.738230555844
1972-07-18,Cameroon,Chad,4,1,1,1,1543.6043908855554,1441.4018367118338
1972-07-18,Central African Republic,Gabon,3,1,1,1,1457.5503249947765,1448.0729838966981
1972-07-18,Japan,Philippines,5,1,1,1,1558.979154171088,1324.6613947202964
1972-07-19,Malaysia,Cambodia,6,1,0,1,1529.103476521398,1426.0471018505996
1972-07-19,Indonesia,Thailand,3,2,1,1,1562.942560130606,1408.3855966791061
1972-07-19,South Korea,Singapore,4,1,1,1,1639.3665070763186,1295.9675984731932
1972-07-20,Congo,Central African Republic,2,0,0,1,1583.0098506185725,1467.2776128278872
1972-07-20,Philippines,Sri Lanka,4,1,1,1,1320.5401978179289,1356.6237706943723
1972-07-20,Cameroon,Gabon,4,0,1,1,1550.744775379785,1438.3456960635874
1972-07-21,Hong Kong,Indonesia,1,0,1,1,1408.159298273516,1568.76598916667
1972-07-22,Malaysia,Japan,3,1,0,1,1534.9626261617345,1563.1003510734556
1972-07-22,Cambodia,Sri Lanka,6,1,1,1,1420.1879522102631,1345.5889200282516
1972-07-22,Gabon,Chad,1,0,1,1,1431.4724733291841,1434.261452217604
1972-07-23,Congo,Cameroon,1,1,0,1,1588.5713463766976,1557.6179981141884
1972-07-23,South Korea,Indonesia,2,0,1,1,1641.7997935772466,1554.446719192145
1972-07-23,Hong Kong,Thailand,2,2,1,1,1422.4785682480408,1402.5621676430421
1972-07-23,Sudan,Kenya,1,0,0,1,1583.4297460806147,1471.9508402521074
1972-07-25,Singapore,Sri Lanka,6,1,1,1,1293.5343119722652,1337.703654532859
1972-07-26,South Korea,Japan,3,0,1,1,1649.3372412359806,1553.7287687413188
1972-07-28,Cambodia,Hong Kong,1,0,1,1,1428.0732177056557,1421.905955231582
1972-07-29,Thailand,Philippines,4,0,1,1,1403.1347806595008,1331.5750484840496
1972-07-29,Malaysia,South Korea,1,2,0,1,1544.3342084938713,1656.6528283784417
1972-08-03,Norway,Iceland,4,1,0,1,1400.6814930697724,1432.8353756042138
1972-08-05,Nigeria,Congo,2,1,0,1,1501.4130629365613,1586.282591524023
1972-08-15,Congo,Nigeria,1,1,0,1,1575.2823220153198,1512.4133324452646
1972-08-20,Canada,United States,3,2,0,1,1509.5782103802258,1462.5650223612495
1972-08-24,Canada,Mexico,0,1,0,1,1516.8563209231402,1654.558335044069
1972-08-27,Hungary,Iran,5,0,1,1,1681.720026656524,1572.3692994137164
1972-08-29,Denmark,Iran,4,0,1,1,1470.4153784401012,1565.4167003039713
1972-08-29,United States,Canada,2,2,0,1,1455.286911818335,1509.3283051796896
1972-08-30,Poland,Ghana,4,0,1,1,1482.574149365457,1618.6534155801608
1972-08-30,Russia,Sudan,2,1,1,1,1682.7562532708912,1589.0900773974224
1972-08-31,Morocco,Malaysia,6,0,1,1,1603.0273412298175,1536.1088911633751
1972-08-31,Hungary,Denmark,2,0,1,1,1688.672625766269,1483.0835677792556
1972-09-03,Denmark,Poland,1,1,1,1,1478.394975431791,1496.3021190787376
1972-09-03,Russia,Morocco,3,0,1,1,1690.123793159989,1611.1247425657803
1972-09-03,Mexico,United States,3,1,0,1,1662.0863507875197,1455.403227223726
1972-09-05,Denmark,Morocco,3,1,1,1,1478.909928552851,1603.360126620791
1972-09-05,Poland,Russia,2,1,1,1,1495.7871659576776,1697.888409104978
1972-09-06,Mexico,Canada,2,1,0,1,1665.8021945946512,1509.2119897742987
1972-09-08,Russia,Denmark,4,0,1,1,1682.6494523710396,1492.3461729742235
1972-09-08,Poland,Morocco,5,0,1,1,1511.0261226916161,1589.9238821994186
1972-09-10,United States,Mexico,1,2,0,1,1451.6873834165945,1670.4701323941808
1972-09-10,Poland,Hungary,2,1,1,1,1523.2587368548056,1693.3612181137337
1972-09-17,Burkina Faso,Niger,2,0,0,1,1446.8807249625725,1395.9754001553058
1972-09-17,Norway,Sweden,1,3,0,1,1410.1682917814721,1607.2022148490596
1972-09-20,Finland,Romania,1,1,0,1,1286.8625256130574,1554.1255131518878
1972-09-20,South Korea,Thailand,3,0,0,1,1664.8781457089378,1411.1037648699476
1972-09-20,Malaysia,Cambodia,1,0,1,1,1528.0114898274123,1437.8957282640836
1972-09-21,Indonesia,Singapore,2,1,1,1,1546.9092715334111,1304.7988029669243
1972-09-22,Malaysia,Thailand,1,1,1,1,1535.4743905142634,1408.1394539549212
1972-09-22,South Korea,Cambodia,3,1,0,1,1667.8424566239642,1430.4328275772325
1972-09-23,Singapore,Philippines,5,0,1,1,1300.8224480182819,1323.606064273603
1972-09-23,Ghana,Sierra Leone,1,1,0,1,1604.9254458668802,1470.8310706187815
1972-09-24,Cambodia,Thailand,0,0,1,1,1427.2226936022066,1411.648713895314
1972-09-24,Ivory Coast,Liberia,0,0,1,1,1599.4792455724553,1432.5557457392592
1972-09-24,South Korea,Malaysia,2,0,0,1,1671.05259059899,1531.9651305738707
1972-09-25,Indonesia,Philippines,12,0,1,1,1550.8856264820536,1312.951237461371
1972-09-26,Ghana,Liberia,1,0,0,1,1600.0726577617393,1437.0217406113584
1972-09-27,Ivory Coast,Sierra Leone,1,0,1,1,1595.0132507003561,1475.6838587239224
1972-09-27,Argentina,Chile,2,0,0,1,1692.1846895727,1563.767752785619
1972-09-27,Cambodia,Philippines,1,0,1,1,1426.7747384226016,1308.8977432116824
1972-09-28,Senegal,Mauritania,10,1,0,1,1528.8311885341118,1445.3915932575096
1972-09-28,Indonesia,Malaysia,3,1,1,1,1554.9391207317422,1526.927019168429
1972-09-28,Thailand,Singapore,4,1,1,1,1412.096669074919,1311.4772748305138
1972-09-28,Guinea,Gambia,8,0,1,1,1527.5307373707433,1510.0500949854309
1972-09-29,Liberia,Sierra Leone,1,1,1,1,1432.48556696305,1468.989465647429
1972-09-30,Ghana,Ivory Coast,1,0,0,1,1604.6088314100477,1601.7076437768496
1972-09-30,South Korea,Malaysia,1,0,0,1,1676.0907020044317,1517.7315297924658
1972-10-01,Mali,Mauritania,11,0,1,1,1525.9427334005409,1439.05396152756
1972-10-01,Senegal,Guinea,2,3,0,1,1535.1688202640614,1537.02802815833
1972-10-01,Benin,Burkina Faso,3,2,0,1,1486.8992910363233,1454.0554299863195
1972-10-03,Gambia,Mali,3,1,1,1,1500.5528041978441,1533.4927384881166
1972-10-03,Guinea,Mauritania,14,0,1,1,1548.4048317248075,1431.5039564399842
1972-10-04,Norway,Belgium,0,2,0,1,1404.1645003376093,1573.5546955887953
1972-10-05,Gambia,Mauritania,2,0,1,1,1511.498061203964,1424.7471596793116
1972-10-05,Senegal,Mali,1,1,0,1,1523.792016697584,1522.5474814819968
1972-10-06,Tanzania,Mauritius,4,1,0,1,1374.0097880911433,1497.5130707227834
1972-10-07,Luxembourg,Italy,0,4,0,1,1292.170783645102,1662.546143305915
1972-10-08,Senegal,Gambia,7,1,0,1,1522.327683591669,1519.0517966897555
1972-10-08,Guinea,Mali,4,3,1,1,1555.1616284854802,1524.0118145879117
1972-10-13,France,Russia,1,0,0,1,1583.5689140802608,1687.661231177037
1972-10-15,Sierra Leone,Ivory Coast,0,1,0,1,1467.942648094967,1593.2186038249743
1972-10-15,Niger,Benin,2,2,0,1,1388.8006951315588,1494.5590378825448
1972-10-15,Austria,Hungary,2,2,0,1,1582.7470702384496,1678.8222743936626
1972-10-15,Sweden,Malta,7,0,0,1,1613.2060062929224,1430.2238533167342
1972-10-18,Bulgaria,Northern Ireland,3,0,0,1,1552.2757306421058,1493.6464163549563
1972-10-18,Denmark,Scotland,1,4,0,1,1487.334394168226,1561.8658204903907
1972-10-18,Ireland,Russia,1,2,0,1,1407.3424864488106,1676.1167878344486
1972-10-19,Spain,Serbia,2,2,0,1,1592.1613351559533,1643.8598516741772
1972-10-21,Switzerland,Italy,0,0,0,1,1498.798304154135,1665.2771818037577
1972-10-22,Luxembourg,Turkey,2,0,0,1,1289.4397451472591,1454.304217629139
1972-10-25,Peru,Argentina,0,2,0,1,1518.739489603077,1697.4578162908529
1972-10-28,Vietnam,Malaysia,0,0,0,1,1493.7813493418216,1513.099932416625
1972-10-28,Singapore,Cambodia,1,0,1,1,1304.2949952262352,1433.50641827965
1972-10-29,Cambodia,Malaysia,1,0,1,1,1419.9498899994196,1513.9807261948401
1972-10-29,Vietnam,Singapore,4,1,0,1,1492.9005555636065,1317.8515235064656
1972-10-29,Romania,Albania,2,0,0,1,1548.577209591663,1387.0212578699904
1972-10-29,Burkina Faso,Niger,2,1,1,1,1446.395683140098,1390.3919117453486
1972-10-29,Ivory Coast,Sierra Leone,2,0,0,1,1601.0852649021506,1460.0759870177906
1972-11-01,Vietnam,Cambodia,1,2,0,1,1497.19906824736,1432.5921158356953
1972-11-01,Singapore,Malaysia,3,1,1,1,1313.5530108227122,1501.3385003585645
1972-11-01,Netherlands,Norway,9,0,0,1,1499.713896811437,1397.4716660002637
1972-11-10,Trinidad and Tobago,Antigua and Barbuda,11,1,0,1,1450.7618685543423,1521.0319605125615
1972-11-12,Burkina Faso,Benin,3,1,0,1,1454.7975821555642,1492.967821268755
1972-11-15,Scotland,Denmark,2,0,0,1,1571.1609202893083,1478.0392943693084
1972-11-15,Wales,England,0,1,0,1,1470.1899235138178,1700.4705014931944
1972-11-15,Ireland,France,2,1,0,1,1402.9208258152125,1595.1133574228493
1972-11-18,South Korea,Malaysia,4,1,1,1,1680.7222993802725,1486.4049118183589
1972-11-18,Thailand,Singapore,4,0,0,1,1419.2789486791976,1328.4865993629178
1972-11-19,Antigua and Barbuda,Trinidad and Tobago,1,2,0,1,1510.449201414521,1461.3446276523828
1972-11-19,Morocco,Senegal,0,0,0,1,1577.691268036229,1530.8061867677454
1972-11-19,Cyprus,Bulgaria,0,4,0,1,1363.1257920728588,1559.2471773103932
1972-11-19,Serbia,Greece,1,0,0,1,1643.8109648284471,1438.2425249630246
1972-11-19,Belgium,Netherlands,0,0,0,1,1580.247529926141,1505.592480254269
1972-11-20,Singapore,Indonesia,2,1,1,1,1322.3307749310607,1564.1346101077054
1972-11-20,Thailand,Malaysia,0,2,0,1,1425.4347731110547,1481.4794193083435
1972-11-22,Indonesia,South Korea,1,1,1,1,1548.1165913505322,1685.6477918902879
1972-11-22,Malaysia,Singapore,2,0,1,1,1491.305457957083,1338.3487936882339
1972-11-24,Thailand,Indonesia,3,0,0,1,1415.6087344623152,1551.8804870368601
1972-11-24,Egypt,Somalia,4,2,0,1,1676.608409299723,1469.8079532432484
1972-11-24,South Korea,Singapore,2,0,1,1,1681.88389620396,1332.4872659600862
1972-11-25,Uganda,Kenya,1,0,1,1,1449.3651597498535,1466.2905089352996
1972-11-25,Tanzania,Ethiopia,1,1,0,1,1386.0943748022062,1487.6994514042883
1972-11-25,Malta,Austria,0,2,0,1,1426.0774433412653,1584.0655012845764
1972-11-26,Malaysia,Indonesia,2,0,1,1,1497.1669856852307,1539.4471926221247
1972-11-26,Thailand,South Korea,1,0,0,1,1428.0420288770506,1684.244351575939
1972-11-26,Benin,Niger,1,0,0,1,1483.3081776399965,1381.9900127298824
1972-11-27,Egypt,Uganda,2,2,0,1,1680.3222100778373,1459.8519254625248
1972-11-28,Kenya,Somalia,2,2,1,1,1455.8037432226283,1466.0941524651341
1972-11-28,Singapore,South Korea,0,0,1,1,1330.1268105881072,1668.9202842107388
1972-11-28,Thailand,Malaysia,0,1,0,1,1443.3660962422507,1508.3779361029815
1972-11-28,Trinidad and Tobago,Suriname,2,1,0,1,1474.1221605391097,1535.4750908227873
1972-11-29,Saint Lucia,Grenada,1,0,0,1,1449.7008622527223,1550.2991377472777
1972-11-30,Trinidad and Tobago,Suriname,1,1,0,1,1484.4488078891593,1525.1484434727377
1972-11-30,Somalia,Uganda,1,0,1,1,1465.798057255381,1466.3702367827161
1972-12-01,Egypt,Kenya,1,0,0,1,1673.803898757646,1456.0998384323814
1972-12-03,Guatemala,El Salvador,1,0,0,1,1544.5609760102002,1563.2917952167775
1972-12-03,Ethiopia,Tanzania,0,0,0,1,1486.22496514525,1387.5688610612444
1972-12-03,Senegal,Morocco,1,2,0,1,1533.5246618472113,1574.9727929567632
1972-12-03,Antigua and Barbuda,Suriname,0,6,0,1,1497.671668527794,1525.4160655593523
1972-12-03,Honduras,Costa Rica,2,1,0,1,1470.9841865525948,1633.0943590448082
1972-12-05,Antigua and Barbuda,Suriname,1,3,0,1,1487.031975487659,1536.0557585994873
1972-12-08,Egypt,Tunisia,2,1,0,1,1677.331615130479,1563.2745024973785
1972-12-10,Mauritius,Kenya,1,3,0,1,1485.4284840117205,1452.5721220595485
1972-12-10,Ethiopia,Tanzania,3,0,0,1,1482.1895960824008,1391.6042301240936
1972-12-10,Costa Rica,Honduras,3,3,0,1,1619.9750861601015,1484.1034594373016
1972-12-10,El Salvador,Guatemala,0,1,0,1,1554.1893724388915,1553.6633987880862
1972-12-10,Turkey,Luxembourg,3,0,0,1,1441.1135609932962,1302.630401783102
1972-12-17,Tunisia,Egypt,2,0,0,1,1557.6742083422532,1682.9319092856042
1972-12-17,Kenya,Mauritius,2,2,0,1,1464.912715309611,1473.087890761658
1973-01-08,Guinea,Egypt,4,1,1,1,1564.267459344585,1670.7990718710512
1973-01-08,Algeria,Tanzania,4,2,1,1,1523.2179935970748,1385.4433274446196
1973-01-08,Nigeria,Ghana,4,2,0,1,1515.552307335617,1613.0978713619231
1973-01-08,Congo,Burkina Faso,3,0,1,1,1572.1433471249675,1464.4572257843226
1973-01-10,Egypt,Congo,3,1,1,1,1657.82545720589,1579.1394713121617
