date,home_team,away_team,home_goals,away_goals,is_neutral,is_intl,home_xg,away_xg,xg_available,home_elo,away_elo,home_avg_attack,home_avg_defense,away_avg_attack,away_avg_defense,home_avg_overall,away_avg_overall
2024-06-06,Guinea Bissau,Ethiopia,0.0,0.0,0,1,,,0,1512.5754950234134,1487.1414753036647,,,,,,
2024-06-06,Hong Kong,Iran,2.0,4.0,0,1,,,0,1471.1246557603133,1528.4788523195261,,,,,,
2024-06-06,Curacao,Barbados,4.0,1.0,0,1,,,0,1500.0,1500.0,,,,,,
2024-06-06,Senegal,D.R. Congo,1.0,1.0,0,1,,,0,1509.7980859851446,1499.7169703270781,,,,,,
2024-06-06,Trinidad & Tobago,Grenada,2.0,2.0,0,1,,,0,1500.0,1500.0,,,,,,
2024-06-06,Mali,Ghana,1.0,2.0,0,1,,,0,1506.6619529286288,1500.0,,,,,,
2024-06-06,Guatemala,Dominica,6.0,0.0,0,1,,,0,1500.0,1500.0,,,,,,
2024-06-06,Jamaica,Dominican Republic,1.0,0.0,0,1,,,0,1500.0,1500.0,,,,,,
2024-06-06,Bangladesh,Australia,0.0,2.0,0,1,0.04,1.51,1,1479.610557967081,1538.4871660755302,,,,,,
2024-06-06,China,Thailand,1.0,1.0,0,1,2.13,1.11,1,1509.7632207264944,1491.620188777393,,,,,,
2024-06-06,India,Kuwait,0.0,0.0,0,1,0.64,0.69,1,1489.7632207264944,1482.1929486732774,,,,,,
2024-06-06,Nicaragua,Montserrat,4.0,1.0,0,1,,,0,1500.0,1500.0,,,,,,
2024-06-06,Singapore,South Korea,0.0,7.0,0,1,,,0,1488.4387714131785,1529.6028078050888,,,,,,
2024-06-06,Libya,Mauritius,2.0,1.0,0,1,,,0,1509.9195022265021,1490.2830296729219,,,,,,
2024-06-06,Vietnam,Philippines,3.0,2.0,0,1,,,0,1481.0367842857393,1470.0470472894476,,,,,,
2024-06-06,Pakistan,Saudi Arabia,0.0,3.0,0,1,,,0,1470.312645865822,1529.0361483693055,,,,,,
